ticker,event_time_ms,price,bid,ask,volume,label
AAPL,1789479093066,330.4514,330.438,330.4648,2999,normal
AAPL,1789479095091,330.4238,330.4098,330.4378,6796,normal
AAPL,1789479097140,330.4377,330.4327,330.4427,4762,normal
AAPL,1789479099211,330.4284,330.4224,330.4344,6316,normal
AAPL,1789479101276,330.4001,330.3875,330.4127,957,normal
AAPL,1789479103343,330.4726,330.4608,330.4845,10219,normal
AAPL,1789479105407,330.4603,330.4553,330.4653,11935,normal
AAPL,1789479107523,330.4099,330.4048,330.4151,4746,normal
AAPL,1789479109542,330.4636,330.4565,330.4707,15624,normal
AAPL,1789479111623,330.4873,330.4788,330.4959,13334,normal
AAPL,1789479113744,330.539,330.5287,330.5492,6899,normal
AAPL,1789479115767,330.5032,330.4961,330.5103,10770,normal
AAPL,1789479117851,330.5167,330.5084,330.525,8969,normal
AAPL,1789479119867,330.42,330.4082,330.4319,708,normal
AAPL,1789479119978,330.39,330.3774,330.4026,2247,normal
AAPL,1789479123515,330.4117,330.4061,330.4174,3327,normal
AAPL,1789479127048,330.427,330.416,330.4381,13352,normal
AAPL,1789479130579,330.5094,330.4974,330.5214,12031,normal
AAPL,1789479134076,330.5443,330.5343,330.5542,1385,normal
AAPL,1789479137586,330.5489,330.5405,330.5573,4882,normal
AAPL,1789479141158,330.5335,330.5259,330.5412,5266,normal
AAPL,1789479144649,330.5024,330.4955,330.5092,3276,normal
AAPL,1789479148201,330.5151,330.5009,330.5292,2816,normal
AAPL,1789479151681,330.5045,330.4916,330.5174,2321,normal
AAPL,1789479155237,330.4778,330.4632,330.4924,3031,normal
AAPL,1789479158765,330.4699,330.4649,330.4749,7787,normal
AAPL,1789479162240,330.4514,330.4398,330.4631,6374,normal
AAPL,1789479165791,330.5001,330.4858,330.5143,4471,normal
AAPL,1789479169294,330.5292,330.5242,330.5342,2569,normal
AAPL,1789479172810,330.5368,330.5318,330.5418,3066,normal
AAPL,1789479176426,330.5804,330.5686,330.5921,17034,normal
AAPL,1789479179882,330.59,330.5803,330.5997,13630,normal
AAPL,1789479180002,330.64,330.6332,330.6469,7172,normal
AAPL,1789479182755,330.6107,330.5989,330.6224,4142,normal
AAPL,1789479185497,330.5857,330.5775,330.5938,4364,normal
AAPL,1789479188219,330.5474,330.5421,330.5527,5808,normal
AAPL,1789479190894,330.5313,330.5232,330.5395,5578,normal
AAPL,1789479193582,330.4982,330.4932,330.5032,8897,normal
AAPL,1789479196392,330.4651,330.4601,330.4701,2572,normal
AAPL,1789479199099,330.4482,330.4395,330.4569,5184,normal
AAPL,1789479201750,330.4404,330.4327,330.4482,10336,normal
AAPL,1789479204552,330.372,330.3581,330.3859,5178,normal
AAPL,1789479207269,330.3516,330.3446,330.3587,9105,normal
AAPL,1789479209956,330.3194,330.3097,330.3292,2671,normal
AAPL,1789479212686,330.3101,330.2997,330.3205,7499,normal
AAPL,1789479215389,330.2783,330.2733,330.2833,7545,normal
AAPL,1789479218077,330.2755,330.2647,330.2863,746,normal
AAPL,1789479220827,330.2357,330.2307,330.2407,4750,normal
AAPL,1789479223596,330.1669,330.1523,330.1814,4382,normal
AAPL,1789479226239,330.1594,330.1544,330.1644,6918,normal
AAPL,1789479228994,330.1165,330.1088,330.1242,4414,normal
AAPL,1789479231722,330.0598,330.0548,330.0648,18340,normal
AAPL,1789479234459,330.033,330.018,330.048,11986,normal
AAPL,1789479237219,330.0014,329.9926,330.0102,5892,normal
AAPL,1789479239884,329.9897,329.9797,329.9996,4646,normal
AAPL,1789479239980,329.98,329.9738,329.9862,11623,normal
AAPL,1789479243955,329.9833,329.9689,329.9976,505,normal
AAPL,1789479247963,329.9987,329.9866,330.0107,1299,normal
AAPL,1789479251996,330.0137,330.0087,330.0187,2569,normal
AAPL,1789479255972,330.0311,330.0177,330.0444,9635,normal
AAPL,1789479260012,330.0448,330.0362,330.0534,11798,normal
AAPL,1789479263997,330.0541,330.0404,330.0677,8405,normal
AAPL,1789479267942,330.0636,330.0511,330.0761,1790,normal
AAPL,1789479271927,330.0785,330.0707,330.0863,3253,normal
AAPL,1789479275931,330.088,330.083,330.093,7193,normal
AAPL,1789479279945,330.0958,330.0899,330.1016,4154,normal
AAPL,1789479283906,330.1122,330.1029,330.1215,3709,normal
AAPL,1789479287934,330.1248,330.1144,330.1352,3753,normal
AAPL,1789479291905,330.1559,330.1502,330.1616,11042,normal
AAPL,1789479295912,330.1432,330.1382,330.1482,7719,normal
AAPL,1789479299893,330.17,330.1571,330.183,3921,normal
AAPL,1789479299982,330.12,330.1146,330.1254,3730,normal
AAPL,1789479302910,330.1327,330.1277,330.1377,1596,normal
AAPL,1789479305758,330.1489,330.1439,330.1539,3578,normal
AAPL,1789479308519,330.1559,330.1447,330.1671,10826,normal
AAPL,1789479311438,330.1605,330.1537,330.1672,1172,normal
AAPL,1789479314312,330.1751,330.1635,330.1866,7693,normal
AAPL,1789479317089,330.1776,330.1726,330.1826,8190,normal
AAPL,1789479319980,330.1943,330.1879,330.2008,11074,normal
AAPL,1789479322866,330.1894,330.1802,330.1987,1605,normal
AAPL,1789479325630,330.2125,330.2002,330.2249,1281,normal
AAPL,1789479328548,330.23,330.2235,330.2364,14133,normal
AAPL,1789479331360,330.2452,330.2348,330.2555,8195,normal
AAPL,1789479334275,330.2678,330.2542,330.2814,5453,normal
AAPL,1789479337131,330.2975,330.2873,330.3077,1527,normal
AAPL,1789479339981,330.3204,330.315,330.3259,5155,normal
AAPL,1789479342785,330.3141,330.3091,330.3191,2660,normal
AAPL,1789479345676,330.3135,330.3002,330.3269,13636,normal
AAPL,1789479348526,330.3197,330.3147,330.3247,2050,normal
AAPL,1789479351326,330.3325,330.3191,330.346,5970,normal
AAPL,1789479354229,330.3504,330.3413,330.3595,12698,normal
AAPL,1789479357001,330.3555,330.3413,330.3698,11156,normal
AAPL,1789479359909,330.37,330.3575,330.3825,4923,normal
AAPL,1789479359975,330.37,330.3593,330.3807,2840,normal
AAPL,1789479364319,330.3933,330.3839,330.4027,692,normal
AAPL,1789479368538,330.4085,330.4035,330.4135,1796,normal
AAPL,1789479372815,330.4373,330.4297,330.4449,4832,normal
AAPL,1789479377125,330.4724,330.4653,330.4796,2684,normal
AAPL,1789479381408,330.4887,330.483,330.4945,22414,normal
AAPL,1789479385685,330.5044,330.4929,330.516,3134,normal
AAPL,1789479389914,330.5335,330.5248,330.5422,12142,normal
AAPL,1789479394270,330.5635,330.5585,330.5685,15728,normal
AAPL,1789479398487,330.5787,330.5735,330.584,3583,normal
AAPL,1789479402751,330.5946,330.5836,330.6056,3328,normal
AAPL,1789479407105,330.6115,330.6065,330.6165,3652,normal
AAPL,1789479411389,330.6208,330.6077,330.634,4823,normal
AAPL,1789479415658,330.6332,330.6245,330.6419,4065,normal
AAPL,1789479419930,330.645,330.6365,330.6535,1865,normal
AAPL,1789479419990,330.63,330.6235,330.6366,9351,normal
AAPL,1789479424308,330.6548,330.6462,330.6634,12691,normal
AAPL,1789479428522,330.6755,330.6633,330.6876,3454,normal
AAPL,1789479432851,330.7009,330.6898,330.7119,2257,normal
AAPL,1789479437106,330.7144,330.7064,330.7225,6352,normal
AAPL,1789479441411,330.7256,330.7197,330.7315,6273,normal
AAPL,1789479445631,330.7468,330.7319,330.7618,8297,normal
AAPL,1789479449992,330.767,330.7592,330.7748,1089,normal
AAPL,1789479454280,330.7875,330.7793,330.7956,7959,normal
AAPL,1789479458557,330.811,330.806,330.816,1291,normal
AAPL,1789479462813,330.832,330.8196,330.8445,5702,normal
AAPL,1789479467029,330.853,330.8418,330.8642,3363,normal
AAPL,1789479471370,330.8754,330.8702,330.8807,10550,normal
AAPL,1789479475574,330.8969,330.8919,330.9019,1156,normal
AAPL,1789479479852,330.92,330.909,330.931,5334,normal
AAPL,1789479479968,330.915,330.9036,330.9264,9131,normal
AAPL,1789479483147,330.9352,330.9226,330.9477,8399,normal
AAPL,1789479486267,330.9358,330.9291,330.9426,7017,normal
AAPL,1789479489424,330.9613,330.9486,330.974,10016,normal
AAPL,1789479492608,330.9843,330.9793,330.9893,3401,normal
AAPL,1789479495733,330.9986,330.9849,331.0122,19019,normal
AAPL,1789479498929,331.0353,331.0259,331.0446,6669,normal
AAPL,1789479502093,331.0384,331.0257,331.0511,3386,normal
AAPL,1789479505256,331.0362,331.0281,331.0444,4190,normal
AAPL,1789479508348,331.0437,331.0332,331.0542,812,normal
AAPL,1789479511497,331.0586,331.0495,331.0677,4168,normal
AAPL,1789479514643,331.0769,331.0652,331.0885,317,normal
AAPL,1789479517848,331.0895,331.0845,331.0945,10528,normal
AAPL,1789479521008,331.109,331.104,331.114,8269,normal
AAPL,1789479524092,331.11,331.1044,331.1156,2555,normal
AAPL,1789479527335,331.1421,331.1371,331.1471,5828,normal
AAPL,1789479530398,331.1566,331.1432,331.17,6032,normal
AAPL,1789479533599,331.1849,331.1797,331.1902,2083,normal
AAPL,1789479536768,331.2043,331.1896,331.219,5072,normal
AAPL,1789479539937,331.225,331.2183,331.2317,6177,normal
AAPL,1789479540019,331.23,331.2233,331.2367,2248,normal
AAPL,1789479544254,331.2358,331.223,331.2487,9325,normal
AAPL,1789479548554,331.2348,331.2269,331.2427,3969,normal
AAPL,1789479552890,331.2372,331.2316,331.2428,6872,normal
AAPL,1789479557097,331.2531,331.2429,331.2633,7006,normal
AAPL,1789479561414,331.2664,331.255,331.2777,3253,normal
AAPL,1789479565659,331.2716,331.2666,331.2766,5347,normal
AAPL,1789479569982,331.2744,331.2694,331.2794,699,normal
AAPL,1789479574195,331.2777,331.2727,331.2827,8834,normal
AAPL,1789479578557,331.2841,331.2724,331.2958,8364,normal
AAPL,1789479582783,331.2803,331.2695,331.2911,4806,normal
AAPL,1789479587040,331.2813,331.2728,331.2897,4076,normal
AAPL,1789479591301,331.2735,331.2604,331.2865,3286,normal
AAPL,1789479595589,331.2785,331.2659,331.2911,7412,normal
AAPL,1789479599901,331.2851,331.2753,331.2949,5782,normal
AAPL,1789479600025,331.25,331.238,331.262,4487,normal
AAPL,1789479603963,331.1221,331.1096,331.1345,10464,normal
AAPL,1789479608011,331.0815,331.0736,331.0895,2321,normal
AAPL,1789479612037,331.0644,331.0517,331.0772,6711,normal
AAPL,1789479615935,331.0231,331.0181,331.0281,2169,normal
AAPL,1789479620021,330.974,330.9647,330.9833,7910,normal
AAPL,1789479623956,330.9456,330.9406,330.9506,6132,normal
AAPL,1789479627995,330.8918,330.8853,330.8984,2871,normal
AAPL,1789479631979,330.8572,330.8501,330.8643,7411,normal
AAPL,1789479635950,330.7915,330.7841,330.799,2216,normal
AAPL,1789479639960,330.7549,330.7437,330.7661,4867,normal
AAPL,1789479643967,330.7402,330.7328,330.7475,17414,normal
AAPL,1789479647912,330.6898,330.6817,330.6979,3445,normal
AAPL,1789479651897,330.66,330.6545,330.6655,5251,normal
AAPL,1789479655924,330.6347,330.6275,330.6418,1876,normal
AAPL,1789479659930,330.6201,330.6147,330.6254,8039,normal
AAPL,1789479659987,330.65,330.6414,330.6585,821,normal
AAPL,1789479665445,330.6644,330.6518,330.677,7516,normal
AAPL,1789479670861,330.6737,330.6643,330.6831,16115,normal
AAPL,1789479676311,330.6935,330.6885,330.6985,5713,normal
AAPL,1789479681806,330.7158,330.7054,330.7262,6764,normal
AAPL,1789479687200,330.7161,330.7017,330.7305,6366,normal
AAPL,1789479692679,330.7256,330.7155,330.7356,4592,normal
AAPL,1789479698142,330.7393,330.7266,330.7521,1944,normal
AAPL,1789479703527,330.7593,330.7457,330.7728,2970,normal
AAPL,1789479709017,330.77,330.7647,330.7754,1537,normal
AAPL,1789479714431,330.7833,330.7782,330.7885,1361,normal
AAPL,1789479719946,330.79,330.7799,330.8001,7045,normal
AAPL,1789479719968,330.74,330.7294,330.7506,1546,normal
AAPL,1789479725040,330.6735,330.6643,330.6827,1014,normal
AAPL,1789479729960,330.6425,330.636,330.6491,3831,normal
AAPL,1789479734964,330.5926,330.586,330.5993,2625,normal
AAPL,1789479739945,330.5431,330.5322,330.5539,2745,normal
AAPL,1789479744949,330.5069,330.492,330.5218,5923,normal
AAPL,1789479749911,330.4707,330.4599,330.4815,11785,normal
AAPL,1789479754947,330.4156,330.4061,330.4251,2838,normal
AAPL,1789479759893,330.3801,330.3685,330.3917,14064,normal
AAPL,1789479764957,330.3268,330.3185,330.3351,1514,normal
AAPL,1789479769891,330.3046,330.2996,330.3096,8767,normal
AAPL,1789479774913,330.2478,330.2383,330.2574,4588,normal
AAPL,1789479779938,330.205,330.1905,330.2195,8715,normal
AAPL,1789479780047,330.205,330.2,330.21,8969,normal
AAPL,1789479785037,330.2161,330.2028,330.2293,4411,normal
AAPL,1789479790022,330.2222,330.2082,330.2363,4579,normal
AAPL,1789479795011,330.2321,330.2235,330.2407,3086,normal
AAPL,1789479799953,330.2366,330.2265,330.2467,6554,normal
AAPL,1789479804922,330.2455,330.2334,330.2575,7680,normal
AAPL,1789479809945,330.2517,330.2467,330.2567,2005,normal
AAPL,1789479814913,330.2585,330.2497,330.2673,1119,normal
AAPL,1789479819956,330.2719,330.2645,330.2794,576,normal
AAPL,1789479824912,330.2849,330.2799,330.2899,5732,normal
AAPL,1789479829965,330.2962,330.2891,330.3033,5276,normal
AAPL,1789479834923,330.3018,330.2968,330.3068,17587,normal
AAPL,1789479839932,330.31,330.305,330.315,4217,normal
AAPL,1789479839979,330.2912,330.2862,330.2962,2602,normal
AAPL,1789479845441,330.2938,330.2846,330.303,8368,normal
AAPL,1789479850890,330.2984,330.2932,330.3036,3422,normal
AAPL,1789479856376,330.3015,330.2965,330.3065,5863,normal
AAPL,1789479861811,330.2987,330.2932,330.3042,3841,normal
AAPL,1789479867259,330.2996,330.2849,330.3143,4398,normal
AAPL,1789479872628,330.2934,330.2808,330.3059,7715,normal
AAPL,1789479878113,330.2972,330.2827,330.3117,3621,normal
AAPL,1789479883564,330.3011,330.2925,330.3097,1356,normal
AAPL,1789479888962,330.3015,330.2965,330.3065,11614,normal
AAPL,1789479894431,330.3061,330.2968,330.3155,2399,normal
AAPL,1789479899926,330.305,330.2968,330.3132,5212,normal
AAPL,1789479899997,330.33,330.325,330.335,6469,normal
AAPL,1789479902855,330.3322,330.3229,330.3415,7973,normal
AAPL,1789479905707,330.3491,330.3343,330.3639,3197,normal
AAPL,1789479908577,330.3815,330.3673,330.3958,4230,normal
AAPL,1789479911461,330.388,330.383,330.393,6548,normal
AAPL,1789479914243,330.376,330.371,330.381,1579,normal
AAPL,1789479917083,330.3877,330.3827,330.3927,2394,normal
AAPL,1789479919943,330.394,330.3824,330.4056,2212,normal
AAPL,1789479922863,330.3823,330.3696,330.3951,8404,normal
AAPL,1789479925691,330.4034,330.3983,330.4086,12688,normal
AAPL,1789479928507,330.4235,330.4147,330.4324,9490,normal
AAPL,1789479931412,330.4556,330.4426,330.4686,11314,normal
AAPL,1789479934268,330.4587,330.4471,330.4704,2966,normal
AAPL,1789479937119,330.4557,330.4465,330.465,4386,normal
AAPL,1789479939978,330.468,330.4581,330.4779,4658,normal
AAPL,1789479942763,330.4843,330.4755,330.4932,7951,normal
AAPL,1789479945665,330.5136,330.5074,330.5198,3301,normal
AAPL,1789479948488,330.5491,330.5395,330.5586,10845,normal
AAPL,1789479951378,330.5821,330.571,330.5932,15446,normal
AAPL,1789479954219,330.6031,330.5896,330.6165,8240,normal
AAPL,1789479957075,330.6307,330.6203,330.6412,4231,normal
AAPL,1789479959915,330.64,330.628,330.652,2738,normal
AAPL,1789479960003,330.69,330.6833,330.6967,1851,normal
AAPL,1789479963296,330.6812,330.6762,330.6862,2821,normal
AAPL,1789479966636,330.6682,330.6632,330.6732,12216,normal
AAPL,1789479970001,330.6592,330.6463,330.6721,2915,normal
AAPL,1789479973342,330.6477,330.6418,330.6536,1029,normal
AAPL,1789479976695,330.6372,330.6282,330.6462,656,normal
AAPL,1789479980016,330.6312,330.625,330.6375,900,normal
AAPL,1789479983314,330.6295,330.6152,330.6438,9422,normal
AAPL,1789479986619,330.6228,330.6171,330.6285,2548,normal
AAPL,1789479989968,330.6099,330.602,330.6178,18504,normal
AAPL,1789479993310,330.6034,330.59,330.6168,11046,normal
AAPL,1789479996571,330.5998,330.5868,330.6129,14136,normal
AAPL,1789479999927,330.5892,330.5842,330.5942,8169,normal
AAPL,1789480003297,330.5805,330.5679,330.593,6194,normal
AAPL,1789480006579,330.5723,330.5641,330.5805,1983,normal
AAPL,1789480009925,330.561,330.5525,330.5696,4031,normal
AAPL,1789480013254,330.5553,330.5503,330.5603,6637,normal
AAPL,1789480016541,330.5466,330.5416,330.5516,7830,normal
AAPL,1789480019886,330.54,330.5284,330.5516,1417,normal
AAPL,1789480020058,330.52,330.5144,330.5256,2733,normal
AAPL,1789480025430,330.5268,330.5136,330.5399,2977,normal
AAPL,1789480030914,330.5219,330.5124,330.5314,3136,normal
AAPL,1789480036313,330.5288,330.5198,330.5379,2887,normal
AAPL,1789480041794,330.5403,330.5353,330.5453,4216,normal
AAPL,1789480047229,330.5513,330.5381,330.5646,6462,normal
AAPL,1789480052724,330.5604,330.5489,330.572,7060,normal
AAPL,1789480058132,330.5633,330.5583,330.5683,2318,normal
AAPL,1789480063551,330.5726,330.5613,330.584,7864,normal
AAPL,1789480068972,330.5777,330.5684,330.587,6984,normal
AAPL,1789480074420,330.5869,330.5819,330.5919,5994,normal
AAPL,1789480079872,330.595,330.5868,330.6032,3928,normal
AAPL,1789480080049,330.5834,330.5766,330.5903,6898,normal
AAPL,1789480082819,330.5637,330.5556,330.5719,8806,normal
AAPL,1789480085736,330.5496,330.5377,330.5614,4474,normal
AAPL,1789480088534,330.5337,330.523,330.5443,5942,normal
AAPL,1789480091453,330.5289,330.5187,330.5392,2489,normal
AAPL,1789480094301,330.5231,330.5162,330.53,5185,normal
AAPL,1789480097125,330.5045,330.4915,330.5175,1181,normal
AAPL,1789480099994,330.4874,330.479,330.4958,15530,normal
AAPL,1789480102806,330.4738,330.4591,330.4886,9946,normal
AAPL,1789480105674,330.4663,330.4559,330.4767,5009,normal
AAPL,1789480108561,330.4527,330.4477,330.4577,8638,normal
AAPL,1789480111376,330.4358,330.4249,330.4468,2757,normal
AAPL,1789480114218,330.4217,330.4151,330.4283,9647,normal
AAPL,1789480117084,330.4049,330.3939,330.416,3625,normal
AAPL,1789480119969,330.3938,330.3888,330.3988,3418,normal
AAPL,1789480122772,330.3767,330.3717,330.3817,2033,normal
AAPL,1789480125607,330.3605,330.3473,330.3737,6492,normal
AAPL,1789480128513,330.3519,330.3465,330.3572,4845,normal
AAPL,1789480131376,330.3345,330.3215,330.3474,12084,normal
AAPL,1789480134156,330.314,330.308,330.32,1817,normal
AAPL,1789480137022,330.3005,330.29,330.3111,6513,normal
AAPL,1789480139864,330.285,330.2738,330.2962,10608,normal
AAPL,1789480139989,330.29,330.2751,330.305,1042,normal
AAPL,1789480144641,330.3111,330.2979,330.3243,416,normal
AAPL,1789480149178,330.3175,330.3085,330.3265,7181,normal
AAPL,1789480153871,330.3306,330.3256,330.3356,5652,normal
AAPL,1789480158472,330.3466,330.3337,330.3595,4976,normal
AAPL,1789480163061,330.355,330.345,330.365,8098,normal
AAPL,1789480167660,330.37,330.365,330.375,6887,normal
AAPL,1789480172297,330.3849,330.3799,330.3899,7520,normal
AAPL,1789480176833,330.3936,330.3797,330.4074,11038,normal
AAPL,1789480181430,330.409,330.3981,330.4198,3831,normal
AAPL,1789480186053,330.4225,330.4097,330.4354,7642,normal
AAPL,1789480190715,330.4373,330.4238,330.4508,3436,normal
AAPL,1789480195246,330.4468,330.4372,330.4565,803,normal
AAPL,1789480199908,330.46,330.451,330.469,4678,normal
AAPL,1789480200047,330.47,330.4572,330.4828,4372,normal
AAPL,1789480204287,330.4488,330.4438,330.4538,14170,normal
AAPL,1789480208585,330.63055502169607,330.62015502169606,330.64105502169605,8334,price_shock
AAPL,1789480212892,330.5809440173568,330.5759440173568,330.5859440173568,4943,normal
AAPL,1789480217084,330.5250330130176,330.51923301301764,330.5307330130176,4639,normal
AAPL,1789480221376,330.47332200867845,330.4683220086784,330.47832200867845,4505,normal
AAPL,1789480225666,330.41941100433917,330.4094110043392,330.4295110043392,544,normal
AAPL,1789480229947,330.372,330.3609,330.3831,2443,normal
AAPL,1789480234223,330.3532,330.3482,330.3582,3039,normal
AAPL,1789480238551,330.3425,330.3352,330.3498,11261,normal
AAPL,1789480242809,330.3337,330.3255,330.3419,3308,normal
AAPL,1789480247077,330.3153,330.3081,330.3224,7097,normal
AAPL,1789480251325,330.3031,330.2981,330.3081,4653,normal
AAPL,1789480255654,330.2848,330.2771,330.2925,2463,normal
AAPL,1789480259945,330.27,330.2581,330.2819,6564,normal
AAPL,1789480260051,330.27,330.265,330.275,6001,normal
AAPL,1789480265992,330.2626,330.249,330.2762,3024,normal
AAPL,1789480271969,330.2509,330.2441,330.2577,1018,normal
AAPL,1789480277985,330.2481,330.2431,330.2531,3320,normal
AAPL,1789480283953,330.2448,330.2398,330.2498,692,normal
AAPL,1789480289965,330.2416,330.231,330.2522,9649,normal
AAPL,1789480295964,330.2199,330.2095,330.2304,8096,normal
AAPL,1789480301951,330.2106,330.2039,330.2174,10377,normal
AAPL,1789480307909,330.2048,330.1998,330.2098,2482,normal
AAPL,1789480313877,330.1966,330.189,330.2042,2118,normal
AAPL,1789480319893,330.19,330.1836,330.1964,8421,normal
AAPL,1789480319994,330.215,330.2066,330.2234,7355,normal
AAPL,1789480324295,330.262,330.2527,330.2713,2948,normal
AAPL,1789480328529,330.3152,330.3099,330.3206,5973,normal
